;CA;PROVINCIA;LATITUD;LONGITUD;NOMBRE_LOCAL;DIRECCION;CIUDAD;TIPO;SECTOR;CONTACTO_EMPRESA;EMAIL;TELEFONO;FAKE_ACCESS;ACUM_VERDE;ACUM_AMARILLO;ACUM_ROJO;VALORACIONES;CERTIFICACION;IMAGEN;
18500;Valencia;Valencia;394.832.742;-0.4411016;Casa de Cultura;;Valencia;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP0WP79C3KxI7FxNkUpd9Gy4tlYNMP_ZdTcHv7m;
11;Cataluña;Barcelona;413.934.539;21.881.434;Palacio de China;;Barcelona;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
18519;Andalucía;Málaga;366.642.406;-44.614.229;Tick Tack Arrocería;Calle Rogelio Oliva 15;Málaga;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
18536;Andalucía;Málaga;367.191.054;-4.422.576;La Aldea;Calle Esparteros 5;Málaga;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
18753;Andalucía;Málaga;367.190.175;-44.225.668;Tandoori Mex;Calle Esparteros 8;Málaga;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
5806;Madrid;Madrid;404.128.259;-37.114.212;Vanila;;Madrid;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
19131;Andalucía;Sevilla;373.968.705;-59.967.756;Bar San Lorenzo;;Sevilla;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
19371;Andalucía;Sevilla;37.376.909;-59.747.744;Capitolio;Avenida Ramón y Cajal 32;Sevilla;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
16834;Valencia;Valencia;394.503.085;-0.3715924;Los Bestias;;Valencia;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
14349;País Vasco;Vizcaya;433.507.493;-30.037.514;Golden Horse;Villaondoeta kalea 14;Bilbao;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP8X5wmzk1FRtU21uf84ZtcWTwbHf_UT7s_NyZX;
5753;Cataluña;Barcelona;413.745.513;21.672.449;El Molino;;Barcelona;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP9jtL_i5m9vGvGa65C1tYg21f2nAVazJSbtZHE;
5749;Cataluña;Barcelona;41.384.087;2.164.267;Teatre Goya;;Barcelona;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP9jtL_i5m9vGvGa65C1tYg21f2nAVazJSbtZHE;
14267;Madrid;Madrid;404.223.279;-37.088.585;Teatro Gran Vía;Gran Vía 66;Madrid;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP9jtL_i5m9vGvGa65C1tYg21f2nAVazJSbtZHE;
14286;Madrid;Madrid;404.094.017;-3.697.992;Teatro del arte;Calle de San Cosme y San Damián 3;Madrid;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP9jtL_i5m9vGvGa65C1tYg21f2nAVazJSbtZHE;
20968;Andalucía;Sevilla;373.648.502;-6.080.493;NO NAME;;Sevilla;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP9jtL_i5m9vGvGa65C1tYg21f2nAVazJSbtZHE;
18501;Valencia;Valencia;394.622.893;-0.3766261;Sala Russafa;;Valencia;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipP9jtL_i5m9vGvGa65C1tYg21f2nAVazJSbtZHE;
3285;Cataluña;Barcelona;413.773.354;21.670.705;Freedonia;;Barcelona;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
3146;Cataluña;Barcelona;414.319.753;21.737.066;La Flor;;Barcelona;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
3152;Cataluña;Barcelona;414.018.928;21.619.419;La Cigale;;Barcelona;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
18920;Andalucía;Málaga;367.298.708;-44.025.489;El Tranvía;Calle Sierra de Grazalema 18;Málaga;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
18868;Andalucía;Málaga;367.209.361;-43.781.657;Mandala;;Málaga;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
18874;Andalucía;Málaga;367.236.242;-44.170.343;Bar Picasso;Plaza de la Merced 19;Málaga;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
10354;Madrid;Madrid;404.696.893;-35.861.034;Egunon;;Madrid;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
10323;Madrid;Madrid;404.130.638;-37.129.344;Bar Barocco;;Madrid;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
10330;Madrid;Madrid;404.136.254;-36.956.999;La Fábrica;Calle de Jesús 2;Madrid;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
19845;Andalucía;Sevilla;373.975.489;-59.969.243;Eslava;Calle Eslava 3;Sevilla;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
19849;Andalucía;Sevilla;373.965.326;-59.938.871;La Bohemia;;Sevilla;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
19855;Andalucía;Sevilla;373.905.484;-59.910.978;NO NAME;;Sevilla;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
17856;Valencia;Valencia;394.748.253;-0.3822345;Gilda;;Valencia;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
17860;Valencia;Valencia;394.810.836;-0.3960111;NO NAME;;Valencia;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
17866;Valencia;Valencia;395.435.261;-0.3958456;NO NAME;;Valencia;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
15026;País Vasco;Vizcaya;432.591.308;-29.370.779;Alhondegi;;Bilbao;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
15016;País Vasco;Vizcaya;433.547.475;-28.467.671;NO NAME;;Bilbao;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
15022;País Vasco;Vizcaya;433.492.723;-3.010.681;Getxo;;Bilbao;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
4128;Cataluña;Barcelona;413.865.807;21.836.862;Incognito Bar;Carrer Fusina 6;Barcelona;pub;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
18955;Andalucía;Málaga;367.305.574;-44.248.067;Cafetería Oasis;Calle Actriz Rosario Pino 4;Málaga;pub;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
12350;Madrid;Madrid;405.034.531;-38.882.587;Aperitoche;;Madrid;pub;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
20605;Andalucía;Sevilla;373.873.731;-60.055.968;Lola Cazelora;Calle Castilla 36;Sevilla;pub;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
18065;Valencia;Valencia;394.753.579;-0.3832023;Cubanito Lounge;;Valencia;pub;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
16124;País Vasco;Vizcaya;433.261.731;-30.075.859;Anaiak;;Bilbao;pub;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPdz_eJs5loCwngtofgnCzZpFCI08RR-fjfDYgc;
5754;Cataluña;Barcelona;413.748.027;21.687.428;Teatre Victòria;;Barcelona;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPlf_dY4PTd6oeOACM7i_V9HcpObKtJt12CRLKa;
14268;Madrid;Madrid;40.414.865;-37.001.523;Teatro Español;;Madrid;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPlf_dY4PTd6oeOACM7i_V9HcpObKtJt12CRLKa;
20969;Andalucía;Sevilla;373.876.143;-60.782.919;Teatro El Tronío;;Sevilla;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPlf_dY4PTd6oeOACM7i_V9HcpObKtJt12CRLKa;
18502;Valencia;Valencia;39.499.774;-0.3491795;Teatro L'Agrícola;;Valencia;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPlf_dY4PTd6oeOACM7i_V9HcpObKtJt12CRLKa;
16823;País Vasco;Vizcaya;433.212.369;-30.026.639;Lamiako antzokia;;Bilbao;teatro;ocio;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPlf_dY4PTd6oeOACM7i_V9HcpObKtJt12CRLKa;
13;Cataluña;Barcelona;414.021.663;21.623.411;Cal Boter;;Barcelona;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
12;Cataluña;Barcelona;41.447.858;21.319.638;Restaurant Can Valldaura;;Barcelona;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
18520;Andalucía;Málaga;367.223.073;-44.206.242;Pepa y Pepe;;Málaga;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
5807;Madrid;Madrid;404.128.962;-37.114.087;Naïa;;Madrid;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
5803;Madrid;Madrid;404.162.327;-37.088.498;Brasa y Leña;Plaza del Comandante Las Morenas 3;Madrid;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
19132;Andalucía;Sevilla;373.969.679;-59.963.185;Cafe Bar El Sardinero;;Sevilla;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
16835;Valencia;Valencia;394.849.007;-0.3379912;El Famós;Camí de L'esglesia de Vera 14;Valencia;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
14350;País Vasco;Vizcaya;433.592.236;-30.189.795;Cubita;;Bilbao;restaurante;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPqVybvUQ5N8EBG7Q6ardNjPebV7oBC15TJ4i5x;
3153;Cataluña;Barcelona;413.830.486;2.178.292;Zim;Carrer de la Dagueria 20;Barcelona;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPybbQRlSCVfNORaEkO3iiC6CW7NvUbuMslwiWk;
18876;Andalucía;Málaga;367.234.096;-44.167.239;El Carmen;Plaza de la Merced 22;Málaga;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPybbQRlSCVfNORaEkO3iiC6CW7NvUbuMslwiWk;
10329;Madrid;Madrid;40.413.178;-36.957.012;El Diario;Calle de las Huertas 69;Madrid;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPybbQRlSCVfNORaEkO3iiC6CW7NvUbuMslwiWk;
19846;Andalucía;Sevilla;373.859.859;-59.860.999;Taberna El papelón;;Sevilla;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPybbQRlSCVfNORaEkO3iiC6CW7NvUbuMslwiWk;
17857;Valencia;Valencia;394.853.697;-0.39947;Bar Molino II;;Valencia;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPybbQRlSCVfNORaEkO3iiC6CW7NvUbuMslwiWk;
15055;País Vasco;Vizcaya;432.488.306;-29.272.094;Bil&Boss;;Bilbao;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPybbQRlSCVfNORaEkO3iiC6CW7NvUbuMslwiWk;
3147;Cataluña;Barcelona;413.759.838;21.350.831;Orhan;;Barcelona;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
3154;Cataluña;Barcelona;41.402.675;21.989.594;Bar Burgales;Ramble de Poblenou 99;Barcelona;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
18869;Andalucía;Málaga;367.216.918;-44.197.383;Mesón Gibralfaro;;Málaga;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
18875;Andalucía;Málaga;367.235.511;-44.169.338;Re-pitta;Plaza de la Merced 20;Málaga;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
10324;Madrid;Madrid;404.094.884;-36.938.073;NO NAME;;Madrid;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
10331;Madrid;Madrid;404.135.119;-36.957.073;Los Gatos;;Madrid;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
19850;Andalucía;Sevilla;373.877.927;-59.872.658;La Carbonería;Calle Levíes 18;Sevilla;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
19856;Andalucía;Sevilla;373.912.985;-599.113;La Barbería;;Sevilla;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
17861;Valencia;Valencia;394.851.744;-0.3998755;Bar Restaurante Iván;;Valencia;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
17867;Valencia;Valencia;394.596.202;-0.400312;El Rincón de Jose IV;;Valencia;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
15017;País Vasco;Vizcaya;432.586.397;-29.365.326;Ze;;Bilbao;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
15023;País Vasco;Vizcaya;433.514.117;-30.120.457;Ajuria;;Bilbao;bar;hostelería;;;;;;;;;;https://photos.google.com/album/AF1QipPeTjEVM6iqX9eTYo84PXkbccPUirzMGqLjJsOG/photo/AF1QipPz1PsYp0NdYqLDbMJeR5mG4WTn7qPFQ07D0Pks;
